,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Satisfaction Score,City,Zip Code,Latitude,Longitude,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Population
113,-inf,4.189654742026425,-inf,0.0,-inf,-inf,-inf,1.0986122886681098,5.214935757608986,11.447917500327963,3.6015393139967227,,-inf,-inf,0.7133025382716414,4.007333185232471,1.791759469228055,0.0,3.6211358020274167,0.0,0.0,1.3862943611198906,1.9459101490553132,0.6931471805599453,-inf,0.0,-inf,0.0,0.0,0.0,-inf,0.0,0.0,-inf,4.605170185988092,8.614192852334188,-inf,4.605170185988092,6.608830534829013,8.94444588359434,10.48542380376007
114,0.0,3.4965075614664802,-inf,-inf,0.0,0.0,0.6931471805599453,1.6094379124341003,6.077642243349034,11.468743665955953,3.657382362853324,,-inf,0.0,0.7133025382716414,3.4787911854086144,-inf,0.0,3.5210523434704344,0.0,0.0,0.6931471805599453,2.302585092994046,-inf,-inf,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,0.0,-inf,4.654436427291009,8.700322755018087,-inf,-inf,7.5814953540168535,8.982989231159273,10.329212699651652
115,0.0,4.1588830833596715,-inf,-inf,-inf,-inf,-inf,0.6931471805599453,6.104793232414985,11.430847353934622,3.4906683341922458,,-inf,-inf,-inf,3.7376696182833684,-inf,0.0,2.933324813425374,0.0,0.0,0.6931471805599453,2.772588722239781,0.6931471805599453,0.0,-inf,-inf,0.0,0.0,0.6931471805599453,0.0,-inf,0.6931471805599453,-inf,4.622518824322705,8.360176742525928,-inf,-inf,6.670994431708742,8.021029485879426,10.149135959190406
116,-inf,3.091042453358316,0.0,-inf,0.0,0.6931471805599453,-0.8188812627244362,1.0986122886681098,5.303304908059076,11.432940255643631,3.5896917385120832,,-inf,0.0,1.3862943611198906,3.871201010907891,0.6931471805599453,0.0,3.6699514442284173,0.0,0.0,0.6931471805599453,3.9318256327243257,-inf,0.0,-inf,0.0,0.6931471805599453,0.0,0.0,0.0,-inf,0.0,0.0,4.6549122778829055,7.729239707819572,-inf,-inf,7.541152455136308,8.849018935505454,9.30782999325344
117,-inf,4.248495242049359,-inf,0.0,0.6931471805599453,-inf,-inf,1.0986122886681098,6.104793232414985,11.430695366701258,3.4877866140057154,,-inf,-inf,0.7133025382716414,3.4787911854086144,1.3862943611198906,0.0,2.2741856184723477,0.0,0.0,0.0,3.367295829986474,0.6931471805599453,0.6931471805599453,-inf,0.6931471805599453,-inf,-inf,-inf,0.0,0.0,0.0,-inf,4.180299457858644,6.790097235513905,-inf,-inf,5.04677434071213,6.951312728730965,9.826876450164287
118,0.6931471805599453,3.848763764702885,0.6931471805599453,0.0,0.0,-inf,-inf,0.0,6.388561405545629,11.472301367533719,3.7060443654980766,,-inf,0.0,0.0,0.0,1.6094379124341003,-inf,-inf,0.6931471805599453,0.0,-inf,2.9867138288020505,-inf,-inf,-inf,-inf,-inf,-inf,-inf,0.0,-inf,0.6931471805599453,-inf,3.2208738275308737,3.2208738275308737,-inf,-inf,6.608830534829013,3.2208738275308737,8.74464743831753
119,-inf,3.848763764702885,0.0,-inf,0.0,-inf,-inf,1.1630368561846813,6.104793232414985,11.430814787186355,3.5896917385120832,,0.0,0.6931471805599453,0.7133025382716414,3.4787911854086144,1.791759469228055,0.6931471805599453,3.123640586905112,0.6931471805599453,0.6931471805599453,1.3862943611198906,2.9867138288020505,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,1.0986122886681098,4.180299457858644,7.729239707819572,0.489746281539026,1.9941279579673004,6.608830534829013,8.021029485879426,10.843748685048862
120,0.6931471805599453,3.848763764702885,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,-0.8188812627244362,1.3862943611198906,4.07753744390572,11.467990858576348,3.5896917385120832,,-inf,0.0,2.0794415416798357,3.4787911854086144,1.791759469228055,-inf,-inf,-inf,0.0,-inf,2.70805020110221,0.6931471805599453,-inf,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,-inf,-inf,4.110053855927281,8.422673698936286,-inf,-inf,-inf,8.422673698936286,5.945420608606575
121,0.6931471805599453,2.9444389791664403,0.0,-inf,-inf,-inf,-inf,1.0986122886681098,5.081404364984462,11.429837291235726,3.5007791826639933,,0.0,0.6931471805599453,0.7133025382716414,3.4787911854086144,1.791759469228055,0.6931471805599453,3.123640586905112,0.6931471805599453,0.6931471805599453,1.3862943611198906,2.9867138288020505,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,1.0986122886681098,4.180299457858644,7.729239707819572,0.489746281539026,1.9941279579673004,6.608830534829013,8.021029485879426,10.793228949176747
122,0.0,3.8918202981106265,-inf,-inf,-inf,-inf,-inf,0.0,5.771441123130016,11.465351560856577,3.628041517359988,,-inf,-inf,0.7133025382716414,0.0,1.791759469228055,0.0,2.9947317732204075,-inf,0.0,0.6931471805599453,2.9867138288020505,-inf,0.6931471805599453,-inf,-inf,-inf,0.0,0.0,0.0,-inf,0.0,-inf,4.37260741275739,4.37260741275739,-inf,-inf,2.9947317732204075,8.021029485879426,10.208579686497504
123,-inf,4.0943445622221,-inf,-inf,0.0,-inf,-inf,1.0986122886681098,6.1779441140506,11.443168015553765,3.5980583657444023,,-inf,0.0,0.0,3.091042453358316,1.3862943611198906,0.6931471805599453,3.684620397193553,-inf,0.0,1.3862943611198906,2.772588722239781,-inf,0.0,0.0,-inf,-inf,0.6931471805599453,-inf,0.0,-inf,0.0,0.0,4.001863709427936,7.072209833947667,-inf,-inf,6.775662850551869,7.628035993098544,4.02535169073515
124,0.0,4.04305126783455,-inf,-inf,0.0,-inf,-inf,1.1630368561846813,6.329720905522696,11.464302286857848,3.642641989034066,,-inf,0.0,2.1972245773362196,4.143134726391533,0.6931471805599453,0.0,2.855320119837246,0.6931471805599453,-inf,1.0986122886681098,-inf,-inf,-inf,-inf,0.6931471805599453,-inf,0.6931471805599453,-inf,-inf,0.6931471805599453,-inf,0.0,2.9575110607337933,7.1209696992184615,-inf,-inf,6.608830534829013,7.754734517186113,5.717027701406222
125,-inf,3.848763764702885,0.0,-inf,0.0,0.0,0.6931471805599453,1.6094379124341003,6.33682573114644,11.471957626481926,3.6722743492897605,,-inf,0.0,1.9459101490553132,4.23410650459726,0.0,0.0,2.1270405204791145,-inf,-inf,1.0986122886681098,-inf,-inf,-inf,0.6931471805599453,-inf,-inf,-inf,-inf,-inf,0.6931471805599453,-inf,0.0,2.9856819377004893,7.270278090762472,-inf,-inf,6.361147025076375,7.608801182335437,4.976733742420574
126,0.0,4.0943445622221,-inf,-inf,0.0,0.0,0.6931471805599453,1.1630368561846813,6.388561405545629,11.471905534195217,3.6784396484875344,,-inf,0.0,1.791759469228055,3.4787911854086144,-inf,0.0,2.6679224100114305,0.0,-inf,1.0986122886681098,-inf,-inf,-inf,0.6931471805599453,-inf,-inf,-inf,-inf,-inf,0.6931471805599453,-inf,1.0986122886681098,3.2047769004886995,7.3904591674311035,-inf,-inf,6.872615029402397,7.857836623045083,4.61512051684126
127,0.6931471805599453,3.848763764702885,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,-0.8188812627244362,1.1630368561846813,6.063785208687608,11.447383774159508,3.5960021150512325,,0.0,0.6931471805599453,0.7133025382716414,3.4787911854086144,1.791759469228055,0.6931471805599453,3.123640586905112,0.6931471805599453,0.6931471805599453,1.3862943611198906,2.9867138288020505,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,1.0986122886681098,4.180299457858644,7.729239707819572,0.489746281539026,1.9941279579673004,6.608830534829013,8.021029485879426,8.653296274408579
128,0.6931471805599453,3.848763764702885,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,-0.8188812627244362,1.0986122886681098,6.388561405545629,11.468430065083664,3.661580505478655,,-inf,0.0,1.0986122886681098,4.204692619390966,-inf,0.0,2.477378383367209,0.0,0.0,0.6931471805599453,2.302585092994046,0.0,0.0,-inf,-inf,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,-inf,4.180299457858644,8.869559868084936,-inf,-inf,6.682071002758175,8.975898231316663,9.63469265580283
129,0.0,4.290459441148391,-inf,0.0,0.0,0.0,1.0986122886681098,1.1630368561846813,5.910796644040528,11.440677300762605,3.5329050623344966,,-inf,0.0,0.0,2.302585092994046,-inf,-inf,-inf,-inf,0.0,-inf,2.9867138288020505,-inf,-inf,-inf,-inf,-inf,0.0,0.6931471805599453,0.0,0.0,0.0,-inf,3.542407550213679,7.729239707819572,-inf,-inf,-inf,5.893300298320751,11.286476456647291
130,0.6931471805599453,3.848763764702885,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,-0.8188812627244362,1.6094379124341003,6.388561405545629,11.446062078011682,3.5896917385120832,,-inf,0.6931471805599453,-inf,2.4849066497880004,-inf,0.0,3.7162514009097873,-inf,-inf,1.0986122886681098,-inf,-inf,-inf,-inf,-inf,-inf,0.6931471805599453,-inf,0.6931471805599453,-inf,-inf,0.6931471805599453,3.017982882488811,5.542635153093653,0.489746281539026,-inf,6.201158050697787,6.618298298980117,9.982003661774254
131,0.0,3.1780538303479458,0.0,-inf,0.0,-inf,-inf,1.1630368561846813,6.045005314036012,11.459577429468304,3.6360443401542777,,-inf,0.0,0.0,4.174387269895637,0.6931471805599453,0.0,3.2865344733420154,0.0,0.0,-inf,3.9318256327243257,0.0,0.0,0.0,-inf,-inf,0.0,0.0,0.6931471805599453,0.0,-inf,0.0,4.282896668766692,8.445450113003336,2.655352412101761,-inf,7.460921743237653,8.021029485879426,9.545669097895317
132,0.6931471805599453,3.848763764702885,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,-0.8188812627244362,1.6094379124341003,6.388561405545629,11.446062078011682,3.7042018148898306,,-inf,0.0,1.3862943611198906,4.2626798770413155,-inf,0.0,3.0535293722802077,0.6931471805599453,-inf,1.0986122886681098,-inf,-inf,0.6931471805599453,-inf,-inf,-inf,-inf,-inf,-inf,0.6931471805599453,-inf,0.0,3.1717842173343507,7.421835600468624,0.489746281539026,-inf,6.608830534829013,8.063563573376204,9.982003661774254
133,-inf,2.9444389791664403,0.0,-inf,0.0,0.0,1.0986122886681098,1.0986122886681098,6.133398042996649,11.419800894979753,3.5299620020918,,-inf,0.6931471805599453,0.7133025382716414,2.70805020110221,1.791759469228055,0.0,3.123640586905112,0.0,0.0,0.6931471805599453,4.07753744390572,-inf,0.0,0.0,-inf,0.0,0.6931471805599453,0.0,0.0,1.0986122886681098,0.0,-inf,4.6572881402501976,7.3519602154062325,-inf,-inf,6.608830534829013,7.391476885056068,9.484785217645943
134,-inf,3.6635616461296463,-inf,-inf,-inf,-inf,-inf,1.3862943611198906,6.20050917404269,11.430358741313267,3.4965624993513065,,-inf,-inf,-inf,3.713572066704308,-inf,0.6931471805599453,1.888583653863595,-inf,-inf,1.0986122886681098,-inf,-inf,-inf,0.6931471805599453,0.6931471805599453,-inf,-inf,0.6931471805599453,-inf,0.0,0.0,0.0,3.0081547935525483,6.762729506931879,3.8454557611560327,-inf,5.602155720567903,6.993226303571235,9.406975663409597
135,0.0,3.784189633918261,-inf,-inf,0.0,0.0,0.0,1.3862943611198906,6.388561405545629,11.446062078011682,3.5896917385120832,,-inf,0.6931471805599453,0.0,3.4965075614664802,1.0986122886681098,0.0,0.4824261492442928,-inf,0.0,-inf,3.4011973816621555,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,-inf,0.0,4.407938016458383,7.864458321467554,-inf,-inf,3.978933710710773,7.884787331745478,9.982003661774254
136,-inf,3.5263605246161616,-inf,-inf,0.6931471805599453,-inf,-inf,1.3862943611198906,6.152732694704104,11.441461686161679,3.5391774766201083,,-inf,-inf,-inf,4.248495242049359,1.791759469228055,0.0,3.7113745319413067,-inf,-inf,1.0986122886681098,-inf,-inf,-inf,-inf,-inf,0.6931471805599453,-inf,0.6931471805599453,-inf,1.0986122886681098,-inf,0.0,2.9882040071331994,7.191692849528935,3.5052570515869337,-inf,7.9598697739906665,8.332972231898475,9.947169453622251
137,-inf,3.2188758248682006,0.0,-inf,0.0,-inf,-inf,1.1630368561846813,5.278114659230517,11.420864999121015,3.530369536601445,,-inf,0.0,1.9459101490553132,0.0,1.6094379124341003,0.0,3.123640586905112,-inf,0.0,0.0,3.9512437185814275,-inf,-inf,-inf,-inf,-inf,0.6931471805599453,-inf,-inf,1.0986122886681098,0.0,-inf,3.8066624897703196,3.8066624897703196,0.489746281539026,2.302585092994046,6.608830534829013,4.560486578361451,10.630794584742778
138,-inf,4.204692619390966,-inf,0.0,-inf,-inf,-inf,0.0,5.726847747587198,11.443050061309153,3.5896917385120832,,-inf,-inf,-inf,2.995732273553991,1.3862943611198906,0.0,3.377246160839642,0.0,0.0,0.6931471805599453,2.70805020110221,-inf,-inf,-inf,-inf,-inf,0.6931471805599453,0.0,0.0,-inf,0.0,1.0986122886681098,4.4520190064939165,7.454430555641825,-inf,-inf,6.372978434393633,7.746430355507025,5.71042701737487
139,0.6931471805599453,3.848763764702885,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,-0.8188812627244362,1.6094379124341003,6.104793232414985,11.43086906451093,3.5896917385120832,,0.0,0.6931471805599453,0.7133025382716414,3.4787911854086144,1.791759469228055,0.6931471805599453,3.123640586905112,0.6931471805599453,0.6931471805599453,1.3862943611198906,2.9867138288020505,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,1.0986122886681098,4.180299457858644,7.729239707819572,0.489746281539026,1.9941279579673004,6.608830534829013,8.021029485879426,10.460299413138817
140,0.0,3.6888794541139363,-inf,-inf,-inf,-inf,-inf,1.1630368561846813,6.388561405545629,11.43091248424955,3.493075162367121,,-inf,-inf,-inf,2.5649493574615367,-inf,0.0,2.5289235352047745,-inf,0.0,0.6931471805599453,2.9867138288020505,-inf,-inf,-inf,-inf,-inf,0.0,0.0,0.0,1.0986122886681098,0.0,-inf,4.392595586023115,6.91641765206079,-inf,-inf,5.093872892666311,7.066228033744102,11.214950603033015
141,0.6931471805599453,3.848763764702885,0.6931471805599453,0.6931471805599453,0.0,-inf,-inf,1.3862943611198906,5.659482215759621,11.443028613587972,3.5734044871914796,,-inf,0.0,0.7133025382716414,4.248495242049359,-inf,0.6931471805599453,3.123640586905112,-inf,0.0,-inf,4.442651256490317,-inf,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,-inf,-inf,4.056988775678332,8.303826688615946,0.009950330853168092,-inf,-inf,8.303576614025562,7.824845691026857
142,0.0,2.9444389791664403,0.0,-inf,0.0,-inf,-inf,1.3862943611198906,6.388561405545629,11.446062078011682,3.5896917385120832,,-inf,0.0,1.3862943611198906,3.4787911854086144,0.6931471805599453,0.0,3.418054498728578,0.0,0.0,0.6931471805599453,3.713572066704308,0.0,0.0,-inf,-inf,-inf,0.0,0.0,0.0,0.0,0.6931471805599453,-inf,4.565389315976247,8.699756385680175,-inf,-inf,7.54518888377367,8.973740438286839,9.982003661774254
143,0.0,3.5553480614894135,-inf,-inf,-inf,-inf,-inf,1.1630368561846813,6.298949246855942,11.466693027028525,3.6669935708461234,,0.0,0.6931471805599453,0.7133025382716414,3.4787911854086144,1.791759469228055,0.6931471805599453,3.123640586905112,0.6931471805599453,0.6931471805599453,1.3862943611198906,2.9867138288020505,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,1.0986122886681098,4.180299457858644,7.729239707819572,0.489746281539026,1.9941279579673004,6.608830534829013,8.021029485879426,10.341355311751792
144,-inf,3.5263605246161616,-inf,-inf,-inf,-inf,-inf,1.3862943611198906,3.5263605246161616,11.472186800311277,3.5896917385120832,,-inf,-inf,-inf,3.044522437723423,1.3862943611198906,-inf,-inf,-inf,0.0,1.3862943611198906,1.3862943611198906,0.0,-inf,0.6931471805599453,0.0,-inf,0.6931471805599453,-inf,0.0,0.6931471805599453,0.6931471805599453,1.0986122886681098,3.55820113047182,6.646909860483916,-inf,-inf,-inf,6.646909860483916,6.80128303447162
145,0.6931471805599453,4.0943445622221,-inf,-inf,0.0,-inf,-inf,1.1630368561846813,5.056245805348308,11.469579454466547,3.646849177831855,,0.0,0.0,1.0986122886681098,3.4787911854086144,0.0,0.0,3.857355604085838,0.0,0.0,1.3862943611198906,2.4849066497880004,-inf,0.0,0.0,-inf,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,-inf,4.663439094112067,8.952048802814828,-inf,-inf,8.120035481127152,8.021029485879426,10.759284903981321
146,-inf,4.04305126783455,-inf,-inf,0.0,-inf,-inf,1.0986122886681098,6.354370040797351,11.414253641166859,3.5242908549148795,,0.0,0.6931471805599453,0.7133025382716414,3.4787911854086144,1.791759469228055,0.6931471805599453,3.123640586905112,0.6931471805599453,0.6931471805599453,1.3862943611198906,2.9867138288020505,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,1.0986122886681098,4.180299457858644,7.729239707819572,0.489746281539026,1.9941279579673004,6.608830534829013,8.021029485879426,10.54236332431428
147,0.0,3.8066624897703196,-inf,-inf,0.0,-inf,-inf,1.0986122886681098,4.859812404361672,11.45715902306415,3.652069790044436,,-inf,0.0,1.0986122886681098,4.248495242049359,0.0,0.0,0.06765864847381486,-inf,0.0,0.6931471805599453,3.044522437723423,0.0,0.0,0.6931471805599453,0.0,-inf,-inf,-inf,0.0,0.6931471805599453,-inf,-inf,4.437934266612177,8.649308581982874,-inf,-inf,4.316153890523174,8.662349254978189,5.407171771460119
148,0.6931471805599453,3.848763764702885,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,-0.8188812627244362,0.0,6.077642243349034,11.468743665955953,3.657382362853324,,-inf,0.0,0.6931471805599453,1.9459101490553132,1.791759469228055,0.0,3.54558628428746,0.0,0.6931471805599453,0.6931471805599453,1.0986122886681098,-inf,-inf,0.6931471805599453,-inf,0.0,0.0,0.0,0.0,-inf,0.6931471805599453,-inf,4.624482497020464,6.552293884109067,-inf,-inf,5.491496433342774,6.849564567800701,10.329212699651652
149,0.6931471805599453,3.848763764702885,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,-0.8188812627244362,1.3862943611198906,5.648974238161206,11.407753820364032,3.5279134946043946,,-inf,-inf,-inf,2.8903717578961645,1.3862943611198906,0.0,2.367436065313662,-inf,-inf,1.0986122886681098,-inf,0.6931471805599453,-inf,-inf,-inf,-inf,0.6931471805599453,-inf,-inf,-inf,0.6931471805599453,1.0986122886681098,2.9729752864313745,7.729239707819572,-inf,1.9941279579673004,5.257807823209827,6.365284177380601,9.937502431123406
150,-inf,3.4011973816621555,-inf,-inf,0.6931471805599453,-inf,-inf,1.3862943611198906,6.095824562432225,11.433958012336074,3.5336885793047452,,-inf,-inf,0.7133025382716414,1.9459101490553132,-inf,0.0,3.8745288010005656,-inf,0.0,0.0,4.442651256490317,-inf,-inf,-inf,-inf,0.0,0.0,0.0,0.0,-inf,0.0,-inf,4.180299457858644,6.127087500892697,-inf,-inf,5.820438950055879,6.678618805931518,10.80679435685199
151,-inf,4.110873864173311,-inf,-inf,0.0,-inf,-inf,1.0986122886681098,5.680172609017068,11.467425880898862,3.698589681887241,,-inf,0.6931471805599453,0.6931471805599453,3.7612001156935624,0.6931471805599453,-inf,-inf,-inf,0.0,-inf,1.791759469228055,0.0,0.0,-inf,0.0,0.0,-inf,-inf,0.0,0.0,0.0,-inf,3.9367156180185177,7.673967030399088,0.489746281539026,-inf,-inf,7.673967030399088,5.579729825986222
152,0.0,3.848763764702885,0.0,-inf,-inf,-inf,-inf,1.3862943611198906,6.388561405545629,11.446062078011682,3.5896917385120832,,0.0,0.6931471805599453,-inf,3.6635616461296463,1.0986122886681098,0.6931471805599453,3.8716175907931074,-inf,-inf,1.0986122886681098,-inf,-inf,-inf,0.6931471805599453,-inf,0.6931471805599453,0.6931471805599453,-inf,-inf,0.0,-inf,0.0,2.9907197317304464,6.673487583164992,3.0041963519661206,-inf,6.608830534829013,7.879957425293345,9.982003661774254
153,0.0,3.367295829986474,0.0,-inf,0.0,0.0,-0.8188812627244362,1.6094379124341003,5.442417710521794,11.446062078011682,3.5250786739848072,,-inf,0.0,1.0986122886681098,3.091042453358316,-inf,0.6931471805599453,3.123640586905112,-inf,0.0,-inf,3.295836866004329,-inf,-inf,-inf,0.0,-inf,0.6931471805599453,-inf,0.0,-inf,0.0,-inf,4.180299457858644,7.117124396874507,-inf,-inf,6.608830534829013,7.521274665779862,9.982003661774254
154,-inf,3.5263605246161616,-inf,-inf,-inf,-inf,-inf,0.6931471805599453,4.844187086458591,11.468095449052434,3.65088509867654,,-inf,-inf,-inf,2.1972245773362196,1.6094379124341003,0.0,2.3095607067304713,0.6931471805599453,0.0,0.6931471805599453,3.258096538021482,-inf,-inf,-inf,-inf,0.6931471805599453,0.6931471805599453,0.0,-inf,-inf,0.0,-inf,4.5512418439625355,7.729239707819572,-inf,3.4011973816621555,4.50678528406669,8.021029485879426,11.118563488331727
155,0.6931471805599453,4.007333185232471,-inf,-inf,0.0,0.0,1.0986122886681098,1.3862943611198906,5.872117789475415,11.446062078011682,3.6325400547900166,,-inf,0.0,1.9459101490553132,2.302585092994046,-inf,0.0,2.626840145676667,-inf,0.6931471805599453,1.0986122886681098,-inf,-inf,-inf,-inf,-inf,-inf,0.6931471805599453,-inf,-inf,-inf,0.0,0.0,2.998229153752578,5.3867860145356445,0.489746281539026,-inf,4.929425238670713,5.8771754007058545,9.982003661774254
156,0.0,4.204692619390966,-inf,0.0,-inf,-inf,-inf,0.0,6.342121418721152,11.427258638213138,3.5896917385120832,,0.0,-inf,-inf,2.1972245773362196,-inf,0.0,2.3664984187376983,0.0,0.0,0.6931471805599453,2.70805020110221,-inf,0.0,-inf,-inf,0.0,0.0,-inf,0.0,-inf,0.0,0.0,4.599655005299981,6.8237212833721275,-inf,-inf,6.608830534829013,6.922978810753623,10.694192385440878
157,0.0,3.5553480614894135,-inf,-inf,0.6931471805599453,-inf,-inf,1.0986122886681098,6.263398262591624,11.43594722368618,3.5127567645811553,,-inf,0.0,0.7133025382716414,3.4787911854086144,0.6931471805599453,0.0,3.5397992310997837,-inf,-inf,1.0986122886681098,-inf,-inf,-inf,0.6931471805599453,-inf,-inf,0.6931471805599453,-inf,-inf,0.6931471805599453,0.6931471805599453,0.0,2.9907197317304464,7.012160338336927,-inf,-inf,7.510091144651905,7.984949836776183,10.152493763376064
158,0.0,3.9318256327243257,-inf,-inf,-inf,-inf,-inf,1.1630368561846813,5.262690188904886,11.466263534503996,3.656660219307971,,0.0,-inf,-inf,3.258096538021482,-inf,0.0,3.3918202198495586,-inf,0.6931471805599453,0.6931471805599453,2.3978952727983707,0.6931471805599453,0.0,0.0,0.6931471805599453,-inf,-inf,-inf,0.0,0.0,0.0,-inf,4.44500143383527,7.689188024409442,-inf,-inf,6.649916757871041,7.992038731785653,7.761744984658913
159,0.0,4.219507705176107,-inf,0.0,-inf,-inf,-inf,1.6094379124341003,4.6913478822291435,11.410028578750374,3.5237761880933816,,-inf,-inf,-inf,4.04305126783455,-inf,0.0,3.469478889078561,0.0,0.0,0.6931471805599453,2.70805020110221,-inf,0.0,-inf,0.0,0.0,0.0,-inf,-inf,0.6931471805599453,0.0,-inf,4.653007515402251,8.685069245861973,0.489746281539026,4.499809670330265,7.512530156913111,8.96611362378645,10.303102246966116
160,-inf,4.219507705176107,-inf,0.0,-inf,-inf,-inf,0.0,6.388561405545629,11.446062078011682,3.48952545531504,,0.0,-inf,-inf,1.0986122886681098,-inf,0.6931471805599453,3.1705255639271543,0.0,0.0,0.6931471805599453,3.4011973816621555,-inf,-inf,-inf,-inf,-inf,0.6931471805599453,-inf,0.6931471805599453,-inf,0.0,0.0,4.3181545580794705,5.546153530452618,0.489746281539026,-inf,4.2691378525952635,5.7921290709547675,9.982003661774254
161,-inf,4.276666119016055,-inf,0.0,0.0,-inf,-inf,1.1630368561846813,6.023447592961033,11.467603778670899,3.6979245734065165,,-inf,0.0,2.302585092994046,3.4339872044851463,1.0986122886681098,-inf,-inf,-inf,0.0,0.0,3.044522437723423,0.0,0.0,0.0,-inf,-inf,0.0,-inf,0.0,1.0986122886681098,0.6931471805599453,1.0986122886681098,3.919991175077323,7.365243415157453,-inf,-inf,-inf,7.365243415157453,5.991464547107982
162,0.0,3.848763764702885,-inf,0.0,-inf,-inf,-inf,0.0,6.028278520230699,11.433590007136553,3.526455902420495,,-inf,-inf,-inf,3.713572066704308,0.6931471805599453,0.0,3.7390971702745537,0.6931471805599453,0.0,0.6931471805599453,2.9867138288020505,-inf,-inf,0.0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.0,-inf,4.589040804058208,8.339918875843795,-inf,-inf,7.452669236978862,8.684774982971474,10.349134450277123
163,0.6931471805599453,3.848763764702885,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,-0.8188812627244362,1.1630368561846813,6.388561405545629,11.446062078011682,3.5896917385120832,,-inf,0.0,0.0,2.6390573296152584,1.3862943611198906,0.0,2.613006652415316,0.0,0.0,0.6931471805599453,2.1972245773362196,0.6931471805599453,0.0,-inf,-inf,-inf,0.0,0.0,0.0,-inf,0.6931471805599453,-inf,4.509760001183433,7.138073034044347,-inf,-inf,5.252063982030575,7.279291248827217,9.982003661774254
164,-inf,3.6375861597263857,-inf,-inf,0.0,-inf,-inf,0.0,5.983936280687191,11.440784787192547,3.539010847278648,,0.0,0.6931471805599453,0.7133025382716414,3.4787911854086144,1.791759469228055,0.6931471805599453,3.123640586905112,0.6931471805599453,0.6931471805599453,1.3862943611198906,2.9867138288020505,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,1.0986122886681098,4.180299457858644,7.729239707819572,0.489746281539026,1.9941279579673004,6.608830534829013,8.021029485879426,7.285506548522786
165,0.0,3.295836866004329,0.0,-inf,0.0,0.0,0.6931471805599453,1.3862943611198906,6.285998094508865,11.467614242260225,3.7175226674289212,,0.0,0.0,1.0986122886681098,0.0,-inf,0.0,3.123640586905112,-inf,-inf,1.0986122886681098,-inf,-inf,-inf,-inf,-inf,-inf,-inf,0.6931471805599453,-inf,0.0,-inf,1.0986122886681098,3.0155349008501706,3.0155349008501706,0.489746281539026,-inf,3.3141860046725258,3.8691155044168695,7.7702232041587855
