Customer ID,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Satisfaction Score,City,Zip Code,Latitude,Longitude,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Population,Monthly Refunds,Monthly Extra Data Charges,Monthly Long Distance Charges
1989-PRJHP,0.0,44.0,1.0,1.0,0.0,1.0,0.0,3.0,982,92592.0,,-117.029473,0,0.0,6.0,46.0,0,0.0,4.72,1.0,1.0,3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,,0,20.2,845.6,,0.0,217.12,1062.72,46171.0,,0.0,4.72
7951-QKZPL,,48.0,1.0,1.0,,1.0,0.0,,982,92592.0,33.507255,-117.029473,0,0.0,5.0,17.0,4,1.0,0.0,1.0,0.0,1,23.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0.0,1,35.65,646.05,0.0,0.0,0.0,646.05,46171.0,0.0,0.0,0.0
4531-AUZNK,1.0,41.0,1.0,1.0,,1.0,0.0,4.0,982,92592.0,33.507255,-117.029473,0,0.0,,70.0,0,,,0.0,0.0,2,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,,0,110.5,7752.05,0.0,,,9749.85,46171.0,0.0,,
9361-YNQWJ,,31.0,1.0,1.0,1.0,1.0,0.0,3.0,982,92592.0,33.507255,-117.029473,0,1.0,0.0,67.0,0,0.0,4.72,1.0,1.0,3,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2,0.0,1,19.8,1311.3,0.0,0.0,316.24,1627.54,46171.0,0.0,0.0,4.72
4986-MXSFP,,,,,,,,4.0,982,92592.0,33.507255,-117.029473,0,0.0,10.0,,0,0.0,,1.0,0.0,2,21.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,1,0.0,1,82.95,,0.0,0.0,248.39,5151.54,46171.0,,,
3422-WJOYD,,,,,,,,1.0,982,92592.0,33.507255,-117.029473,0,1.0,0.0,,0,0.0,31.34,1.0,0.0,2,52.0,1.0,1.0,,1.0,0.0,1.0,0.0,0.0,0,0.0,0,79.05,79.05,0.0,,31.34,110.39,46171.0,,,
8791-GFXLZ,,,,,,,,4.0,982,92592.0,33.507255,-117.029473,0,0.0,,58.0,2,0.0,43.75,,0.0,2,69.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0.0,1,94.7,5430.35,0.0,0.0,2537.5,7967.85,46171.0,0.0,0.0,43.75
0383-CLDDA,,,,,,,,4.0,982,92592.0,,-117.029473,0,0.0,2.0,72.0,1,0.0,11.85,0.0,0.0,2,82.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,1.0,3,109.15,7789.6,0.0,0.0,853.1999999999999,8642.800000000001,46171.0,0.0,0.0,11.85
6024-RUGGH,,,,,,,,4.0,982,92592.0,33.507255,-117.029473,0,1.0,0.0,3.0,0,0.0,5.39,1.0,0.0,2,10.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1.0,1,90.7,237.65,0.0,0.0,16.169999999999998,253.82,46171.0,0.0,0.0,5.39
3733-UOCWF,,,,,,,,,982,92592.0,33.507255,-117.029473,0,0.0,2.0,71.0,0,0.0,16.84,1.0,,3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2,1.0,0,19.85,1326.35,0.0,0.0,1195.64,2521.99,46171.0,0.0,0.0,16.84
7207-RMRDB,0.0,72.0,1.0,0.0,0.0,1.0,0.0,3.0,849,92129.0,,-117.134917,0,0.0,1.0,33.0,0,,27.78,0.0,0.0,4,8.0,1.0,1.0,1.0,1.0,,,1.0,0.0,0,0.0,0,94.5,,0.0,0.0,,4022.29,47224.0,0.0,0.0,
2424-WVHPL,0.0,,1.0,,1.0,,,3.0,1101,92129.0,32.961064,,0,1.0,0.0,20.0,0,0.0,44.44,0.0,,2,13.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0.0,0,98.55,1842.8,0.0,120.0,,2851.6,47224.0,0.0,6.0,
7833-PKIHD,1.0,29.0,0.0,1.0,1.0,1.0,0.0,1.0,1101,92129.0,32.961064,-117.134917,0,1.0,0.0,45.0,0,0.0,4.48,0.0,0.0,0,51.0,1.0,1.0,0.0,0.0,1.0,,1.0,0.0,0,0.0,0,87.25,3941.7,,0.0,201.6,,47224.0,,0.0,4.4799999999999995
5915-ANOEI,,51.0,1.0,1.0,1.0,1.0,0.0,1.0,849,92129.0,32.961064,-117.134917,0,1.0,0.0,10.0,6,0.0,27.57,0.0,0.0,4,,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,0,1.0,0,98.55,1008.55,0.0,0.0,275.7,1284.25,47224.0,0.0,0.0,27.57
6064-PUPMC,0.0,31.0,1.0,1.0,0.0,1.0,0.0,1.0,849,92129.0,32.961064,-117.134917,1,,,,6,,,,,4,,,,,,,,,,3,,3,,,,,,,47224.0,,,
8735-IJJEG,,23.0,0.0,1.0,0.0,0.0,2.0,4.0,849,92129.0,32.961064,-117.134917,0,0.0,7.0,37.0,3,1.0,,1.0,0.0,0,52.0,0.0,1.0,0.0,0.0,1.0,,1.0,0.0,1,0.0,0,40.2,1525.35,0.0,0.0,,1525.35,47224.0,0.0,0.0,
4342-HFXWS,1.0,65.0,1.0,0.0,1.0,1.0,0.0,1.0,87,93606.0,36.798882,-120.019511,0,1.0,,,0,0.0,2.37,0.0,0.0,4,20.0,0.0,0.0,,1.0,0.0,0.0,,0.0,1,0.0,0,110.0,4874.8,0.0,0.0,109.02,4983.820000000001,807.0,,,
9402-ORRAH,0.0,,1.0,1.0,1.0,1.0,0.0,1.0,87,93606.0,36.798882,-120.019511,0,1.0,0.0,19.0,4,0.0,,0.0,0.0,2,18.0,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,0,0.0,3,99.95,1931.75,0.0,0.0,41.61,1973.36,807.0,0.0,0.0,2.19
4654-ULTTN,1.0,38.0,1.0,1.0,1.0,1.0,0.0,3.0,87,93606.0,,-120.019511,0,1.0,0.0,7.0,0,0.0,15.84,1.0,0.0,4,14.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,1.0,0,61.4,438.9,,0.0,110.88,549.78,807.0,,0.0,15.84
1866-NXPSP,0.0,74.0,1.0,0.0,0.0,1.0,0.0,,902,93662.0,36.545322,-119.642281,0,,1.0,7.0,0,0.0,21.91,0.0,0.0,0,11.0,1.0,,1.0,,0.0,0.0,1.0,0.0,0,0.0,0,95.6,644.35,,,153.37,797.72,26213.0,,,21.91
7394-FKDNK,1.0,70.0,1.0,0.0,1.0,1.0,0.0,3.0,1101,93662.0,36.545322,-119.642281,0,1.0,0.0,,0,0.0,31.13,1.0,0.0,4,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,0.0,0,69.65,69.65,0.0,,31.13,100.78,26213.0,,,
3572-UOLYZ,1.0,33.0,1.0,1.0,1.0,1.0,0.0,,902,93662.0,,-119.642281,1,,,,6,,,,,4,,,,,,,,,,3,,3,,,,,,,26213.0,,,
2135-DQWAQ,1.0,65.0,1.0,0.0,1.0,1.0,0.0,3.0,944,93675.0,36.719141,-119.202677,0,1.0,0.0,4.0,0,0.0,36.93,1.0,0.0,2,,1.0,,1.0,1.0,0.0,1.0,1.0,0.0,0,0.0,3,78.85,292.8,0.0,0.0,147.72,440.52,3146.0,0.0,0.0,36.93
8402-OOOHJ,1.0,48.0,1.0,1.0,1.0,1.0,0.0,2.0,1101,93675.0,36.719141,-119.202677,0,1.0,0.0,1.0,5,0.0,22.97,1.0,0.0,2,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,3,0.0,3,,85.45,0.0,,22.97,108.42,3146.0,0.0,,22.97
4854-SSLTN,,27.0,0.0,1.0,0.0,0.0,3.0,3.0,944,93675.0,36.719141,-119.202677,0,1.0,0.0,40.0,0,1.0,0.0,1.0,0.0,1,52.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0,,2036.55,0.0,,0.0,2036.55,3146.0,0.0,,0.0
1498-NHTLT,1.0,37.0,1.0,1.0,0.0,0.0,,3.0,349,93706.0,36.654614,,0,0.0,1.0,47.0,6,1.0,0.0,,0.0,1,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,0.0,1,60.0,2768.65,0.0,0.0,0.0,2768.65,35790.0,0.0,0.0,0.0
5003-XZWWO,0.0,35.0,1.0,1.0,1.0,1.0,0.0,5.0,852,94102.0,37.7795,-122.419233,0,1.0,,3.0,0,0.0,,1.0,0.0,0,17.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,1.0,1,,,0.0,0.0,,,28998.0,0.0,0.0,
9574-RKJIF,0.0,58.0,1.0,1.0,0.0,0.0,3.0,4.0,852,94102.0,37.7795,,0,,4.0,44.0,0,0.0,46.54,1.0,0.0,4,52.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0,54.9,2549.1,0.0,,2047.76,4726.86,28998.0,0.0,,46.54
7108-DGVUU,0.0,33.0,1.0,1.0,1.0,1.0,0.0,4.0,852,94102.0,,-122.419233,0,1.0,0.0,35.0,3,0.0,4.24,,1.0,3,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,2,1.0,1,19.25,677.9,0.0,0.0,148.4,826.3,28998.0,0.0,0.0,4.24
5590-ZSKRV,0.0,52.0,1.0,1.0,1.0,1.0,0.0,1.0,1101,94304.0,37.386978,-122.177746,0,1.0,0.0,5.0,6,,14.26,1.0,,1,26.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3,0.0,0,70.05,346.4,0.0,0.0,71.3,417.7,1723.0,0.0,0.0,14.26
5020-ZSTTY,1.0,49.0,1.0,1.0,1.0,1.0,0.0,,721,94304.0,37.386978,-122.177746,0,1.0,0.0,37.0,0,0.0,41.99,,1.0,4,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.0,1,19.8,813.3,0.0,0.0,1553.63,2366.9300000000003,1723.0,0.0,0.0,41.99
8883-ANODQ,0.0,71.0,1.0,0.0,1.0,1.0,0.0,,88,94512.0,38.140719,-121.838298,1,1.0,0.0,35.0,0,0.0,20.83,0.0,0.0,2,19.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0.0,3,99.05,3395.8,0.0,,,,138.0,0.0,,
5353-WILCI,1.0,53.0,1.0,1.0,1.0,1.0,0.0,4.0,88,94512.0,38.140719,-121.838298,0,1.0,0.0,1.0,0,0.0,1.15,1.0,0.0,2,23.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,1.0,0,70.1,70.1,0.0,0.0,1.15,71.25,138.0,0.0,0.0,1.15
1768-HNVGJ,,25.0,0.0,1.0,1.0,1.0,0.0,5.0,88,94512.0,38.140719,-121.838298,0,1.0,,,1,0.0,8.39,0.0,0.0,2,59.0,1.0,0.0,,1.0,,0.0,0.0,0.0,1,1.0,0,,6838.6,0.0,0.0,587.3000000000001,7425.900000000001,138.0,,,
1023-BQXZE,0.0,80.0,1.0,0.0,1.0,1.0,0.0,2.0,127,94514.0,37.83323,-121.601461,0,1.0,0.0,2.0,5,0.0,26.62,1.0,0.0,1,11.0,1.0,1.0,1.0,1.0,,,1.0,0.0,3,1.0,1,44.95,85.15,0.0,0.0,53.24,138.39,10153.0,0.0,0.0,26.62
7596-IIWYC,0.0,73.0,1.0,0.0,0.0,1.0,0.0,1.0,1101,94550.0,37.571748,-121.659562,0,0.0,2.0,44.0,0,,,,,0,28.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0.0,0,30.35,1359.7,0.0,0.0,0.0,1359.7,75929.0,0.0,0.0,0.0
7328-OWMOM,0.0,32.0,1.0,1.0,1.0,1.0,0.0,5.0,533,94550.0,,-121.659562,0,1.0,0.0,,2,0.0,37.15,0.0,0.0,2,13.0,,,,1.0,1.0,1.0,1.0,0.0,3,,3,86.4,4922.4,0.0,0.0,2080.4,7002.799999999999,75929.0,,,
0471-LVHGK,1.0,40.0,1.0,1.0,,1.0,0.0,3.0,533,94550.0,37.571748,-121.659562,0,1.0,0.0,6.0,0,0.0,43.19,1.0,,3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0,0.0,1,20.95,109.5,,0.0,,368.64,75929.0,,0.0,
5914-XRFQB,1.0,73.0,1.0,0.0,,1.0,0.0,2.0,649,94558.0,,-122.27011,0,0.0,1.0,,3,,9.28,0.0,0.0,4,26.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0.0,0,93.85,2381.55,0.0,0.0,241.28,,63947.0,,,
5226-NOZFC,,52.0,1.0,1.0,0.0,1.0,0.0,4.0,649,94558.0,38.489789,-122.27011,0,0.0,8.0,63.0,2,0.0,12.96,0.0,0.0,2,7.0,0.0,1.0,1.0,0.0,,1.0,1.0,1.0,2,0.0,3,,5377.8,0.0,20.0,816.48,6214.280000000001,63947.0,0.0,0.31746031746031744,12.96
2237-ZFSMY,,20.0,0.0,1.0,0.0,0.0,1.0,,649,94558.0,38.489789,-122.27011,0,0.0,1.0,52.0,2,0.0,44.79,,0.0,2,52.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,1,,0,101.25,5301.1,0.0,,2329.08,7630.18,63947.0,0.0,,44.79
4078-SAYYN,,65.0,1.0,0.0,,1.0,0.0,2.0,874,94583.0,37.766556,-121.976784,0,1.0,,4.0,6,0.0,49.5,0.0,,2,23.0,1.0,,1.0,,,0.0,0.0,0.0,0,0.0,0,,424.45,0.0,,198.0,622.45,44078.0,0.0,,49.5
2884-GBPFB,0.0,75.0,1.0,0.0,,1.0,0.0,1.0,769,94588.0,37.685052,-121.912061,0,0.0,1.0,27.0,0,0.0,10.6,0.0,0.0,2,23.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0.0,0,75.5,1893.95,0.0,0.0,286.2,2180.15,28568.0,0.0,0.0,10.6
6778-YSNIH,1.0,,1.0,1.0,0.0,0.0,3.0,3.0,769,94588.0,37.685052,-121.912061,1,0.0,9.0,70.0,1,0.0,39.53,1.0,0.0,4,53.0,0.0,1.0,1.0,0.0,0.0,,0.0,,2,1.0,1,75.35,5437.75,0.0,0.0,2767.1,8204.85,28568.0,0.0,0.0,39.53
9298-WGMRW,1.0,44.0,1.0,1.0,0.0,1.0,0.0,3.0,769,94588.0,37.685052,,0,0.0,6.0,29.0,3,0.0,49.96,1.0,1.0,3,0.0,1.0,1.0,1.0,1.0,1.0,,1.0,,2,0.0,3,19.55,521.8,0.0,,,1970.64,28568.0,0.0,,
7196-LIWRH,0.0,59.0,1.0,1.0,1.0,1.0,0.0,1.0,1101,94704.0,37.871416,,0,1.0,0.0,19.0,4,0.0,20.26,1.0,0.0,2,,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0.0,3,78.25,1490.95,0.0,0.0,384.94000000000005,1875.89,21205.0,0.0,0.0,20.26
4355-CVPVS,1.0,68.0,1.0,0.0,0.0,1.0,0.0,1.0,74,94707.0,37.897753,,1,,,,6,,,,,4,,,,,,,,,,3,,3,,,,,,,11889.0,,,
1545-ACTAS,1.0,25.0,0.0,1.0,0.0,1.0,0.0,4.0,74,94707.0,,-122.279391,0,0.0,,57.0,0,,6.63,0.0,0.0,0,27.0,1.0,0.0,,0.0,0.0,1.0,1.0,0.0,1,,0,74.6,4368.95,0.0,0.0,377.91,4746.86,11889.0,0.0,0.0,6.630000000000001
8883-GRDWQ,1.0,71.0,1.0,0.0,1.0,1.0,0.0,1.0,74,94710.0,37.872902,-122.303708,0,1.0,0.0,8.0,5,0.0,42.93,1.0,0.0,2,9.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,,0,0.0,0,92.1,729.95,0.0,0.0,343.44,,8157.0,0.0,0.0,42.93
0835-DUUIQ,1.0,77.0,1.0,0.0,1.0,1.0,0.0,,74,94710.0,,-122.303708,0,1.0,0.0,72.0,1,0.0,14.12,0.0,0.0,2,23.0,0.0,0.0,1.0,0.0,,,1.0,0.0,2,0.0,0,110.1,7746.7,,0.0,1016.64,8718.529999999999,8157.0,,0.0,14.12
1657-DYMBM,0.0,77.0,1.0,0.0,1.0,1.0,0.0,1.0,333,94933.0,38.010092,-122.689442,0,,0.0,12.0,0,1.0,0.0,1.0,0.0,1,10.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,,0,0.0,0,43.65,,0.0,0.0,0.0,526.95,1025.0,0.0,0.0,0.0
0178-CIIKR,0.0,,1.0,,1.0,1.0,0.0,4.0,333,94933.0,38.010092,-122.689442,1,1.0,0.0,59.0,6,0.0,47.17,1.0,1.0,3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,0.0,0,20.2,1192.3,0.0,0.0,2783.03,3975.33,1025.0,0.0,0.0,47.17
1618-CFHME,,68.0,1.0,0.0,1.0,1.0,0.0,,363,95020.0,37.03889,-121.528955,0,1.0,0.0,,0,0.0,3.96,1.0,0.0,2,27.0,1.0,1.0,,1.0,0.0,0.0,1.0,,0,1.0,0,89.7,1047.7,0.0,0.0,,1091.26,49968.0,,,
5027-QPKTE,1.0,77.0,1.0,0.0,,1.0,0.0,4.0,1101,95020.0,,-121.528955,0,0.0,1.0,37.0,0,,25.35,1.0,1.0,3,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,2,19.6,727.8,0.0,0.0,937.95,1665.75,49968.0,0.0,0.0,25.35
5619-XZZKR,1.0,30.0,1.0,1.0,0.0,0.0,1.0,,363,95020.0,37.03889,-121.528955,1,,,,6,,,,,4,,,,,,,,,,3,,3,,,,,,,49968.0,,,
1580-BMCMR,1.0,44.0,1.0,1.0,0.0,0.0,1.0,3.0,858,95128.0,37.316146,-121.936285,1,0.0,3.0,70.0,1,0.0,8.36,0.0,,1,19.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,2,,0,79.7,5743.3,0.0,0.0,,6328.5,32804.0,0.0,0.0,
6674-KVJHG,1.0,73.0,1.0,0.0,0.0,1.0,0.0,,858,95135.0,37.28682,-121.723877,1,,,,6,,,,,4,,,,,,,,,,3,,3,,,,,,,15798.0,,,
6682-QJDGB,1.0,,1.0,1.0,1.0,1.0,0.0,1.0,858,95135.0,37.28682,-121.723877,0,1.0,0.0,,5,0.0,13.01,1.0,0.0,0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3,,0,,55.4,0.0,0.0,13.01,68.41,15798.0,,,
3948-FVVRP,1.0,52.0,1.0,1.0,1.0,0.0,,,858,95135.0,37.28682,-121.723877,0,1.0,0.0,19.0,4,0.0,36.48,1.0,0.0,1,20.0,0.0,,0.0,1.0,1.0,1.0,1.0,,0,0.0,0,60.6,1297.8,0.0,0.0,693.1199999999999,,15798.0,0.0,0.0,36.48
1090-ESELR,1.0,74.0,1.0,0.0,0.0,1.0,0.0,2.0,365,95232.0,,-120.579304,0,0.0,1.0,3.0,5,,3.29,,0.0,2,9.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,,0,80.4,224.05,0.0,0.0,9.87,,21.0,0.0,0.0,3.2899999999999996
5286-YHCVC,0.0,,1.0,0.0,1.0,1.0,0.0,1.0,209,95310.0,38.085839,-120.37855,1,1.0,0.0,21.0,0,0.0,34.62,1.0,0.0,1,14.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0.0,0,60.05,1236.15,0.0,0.0,727.02,,2144.0,0.0,0.0,34.62
0164-APGRB,1.0,34.0,1.0,1.0,1.0,1.0,0.0,,209,95310.0,38.085839,-120.37855,0,1.0,0.0,5.0,5,0.0,24.32,1.0,0.0,0,22.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1.0,1,53.85,259.8,22.96,10.0,121.6,368.44,2144.0,4.5920000000000005,2.0,24.32
6087-YPWHO,0.0,19.0,0.0,1.0,0.0,1.0,0.0,3.0,209,95310.0,38.085839,-120.37855,1,,,,6,,,,,4,,,,,,,,,,3,,3,,,,,,,2144.0,,,
3665-JATSN,1.0,78.0,1.0,0.0,1.0,1.0,0.0,4.0,304,92027.0,33.141265,-116.967221,0,1.0,0.0,18.0,6,0.0,21.09,1.0,0.0,2,,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,0,0.0,0,74.7,1294.6,,20.0,379.62,1694.2199999999998,48690.0,,1.1111111111111112,21.09
4958-GZWIY,1.0,,1.0,1.0,1.0,1.0,0.0,3.0,304,92027.0,33.141265,-116.967221,1,,,,6,,,,,4,,,,,,,,,,3,,3,,,,,,,48690.0,,,
3950-VPYJB,0.0,37.0,1.0,1.0,1.0,1.0,0.0,3.0,304,92027.0,33.141265,-116.967221,1,1.0,0.0,16.0,0,0.0,11.96,0.0,0.0,2,18.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,1,89.05,1448.6,0.0,0.0,191.36,1639.96,48690.0,0.0,0.0,11.96
4282-MSACW,0.0,27.0,0.0,1.0,,1.0,0.0,1.0,304,92027.0,33.141265,-116.967221,1,1.0,0.0,1.0,0,0.0,46.21,1.0,0.0,2,58.0,1.0,1.0,1.0,,1.0,1.0,0.0,0.0,0,,0,69.6,69.6,,0.0,46.21,115.81,48690.0,,0.0,46.21
7161-DFHUF,1.0,31.0,1.0,1.0,1.0,1.0,0.0,5.0,304,92027.0,33.141265,-116.967221,0,1.0,0.0,10.0,4,1.0,0.0,,0.0,1,24.0,0.0,0.0,0.0,1.0,,1.0,,,3,1.0,0,40.7,449.3,0.0,0.0,0.0,449.3,48690.0,0.0,0.0,0.0
8395-ETZKQ,0.0,53.0,1.0,1.0,1.0,1.0,0.0,3.0,304,92027.0,33.141265,,0,1.0,0.0,32.0,0,0.0,6.2,0.0,,2,25.0,0.0,1.0,1.0,0.0,1.0,1.0,,1.0,0,1.0,0,87.65,,47.87,,198.4,,48690.0,1.4959375,,6.2
0274-JKUJR,1.0,19.0,0.0,1.0,1.0,1.0,0.0,,304,92027.0,33.141265,-116.967221,0,1.0,0.0,14.0,6,0.0,34.01,1.0,0.0,0,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,3,1.0,1,59.1,772.85,0.0,0.0,476.14,1248.99,48690.0,0.0,0.0,34.01
1121-QSIVB,0.0,61.0,1.0,1.0,1.0,0.0,1.0,3.0,304,92027.0,33.141265,-116.967221,1,1.0,0.0,1.0,0,,20.1,1.0,0.0,0,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0,70.45,,0.0,,20.1,,48690.0,0.0,,20.1
4660-IRIBM,1.0,35.0,1.0,1.0,0.0,1.0,0.0,,304,92027.0,33.141265,-116.967221,1,,,,6,,,,,4,,,,,,,,,,3,,3,,,,,,,48690.0,,,
2516-VQRRV,0.0,33.0,1.0,1.0,0.0,0.0,3.0,3.0,304,92027.0,33.141265,,0,,8.0,17.0,4,0.0,,0.0,1.0,4,,1.0,1.0,1.0,,,1.0,,1.0,2,0.0,1,25.15,412.6,0.0,0.0,769.08,1181.68,48690.0,0.0,0.0,45.24
4937-QPZPO,1.0,56.0,1.0,1.0,0.0,0.0,3.0,3.0,304,92027.0,33.141265,-116.967221,1,0.0,8.0,72.0,0,0.0,,0.0,0.0,0,27.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2,1.0,1,66.75,4760.3,0.0,0.0,1628.64,,48690.0,0.0,0.0,22.62
7560-QJAVJ,1.0,28.0,0.0,1.0,0.0,0.0,2.0,3.0,304,92027.0,33.141265,,0,0.0,1.0,58.0,2,0.0,2.87,0.0,,1,69.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,,2,1.0,1,75.8,4415.75,0.0,0.0,,4582.21,48690.0,0.0,0.0,
6569-KTMDU,,,,,,,,4.0,1101,92027.0,33.141265,-116.967221,1,0.0,5.0,23.0,4,,,1.0,0.0,1,,1.0,1.0,,0.0,0.0,1.0,1.0,0.0,1,1.0,0,60.0,1347.15,0.0,0.0,31.97,1379.12,48690.0,0.0,0.0,1.39
4163-KIUHY,1.0,73.0,1.0,0.0,1.0,1.0,0.0,2.0,508,90712.0,33.840524,-118.148403,0,,0.0,46.0,0,0.0,6.13,1.0,0.0,2,30.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1,1.0,3,,,0.0,0.0,281.98,4706.18,30173.0,0.0,0.0,6.130000000000001
3126-WQMGH,1.0,79.0,1.0,0.0,1.0,1.0,0.0,3.0,1101,90712.0,33.840524,-118.148403,0,1.0,0.0,6.0,0,0.0,47.35,0.0,0.0,2,,1.0,,1.0,1.0,0.0,0.0,,0.0,0,0.0,0,98.25,560.6,0.0,0.0,284.1,844.7,30173.0,0.0,0.0,47.35
3865-QBWSJ,0.0,53.0,1.0,1.0,,1.0,0.0,1.0,508,90712.0,33.840524,,0,0.0,1.0,,4,0.0,,0.0,0.0,2,20.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0,0.0,0,,,0.0,0.0,566.8199999999999,2254.77,30173.0,,,
4983-CLMLV,,,,,,,,4.0,352,95439.0,38.493888,-122.777141,0,0.0,8.0,72.0,0,1.0,0.0,1.0,0.0,1,22.0,0.0,0.0,0.0,0.0,,0.0,0.0,,3,0.0,3,63.8,4684.3,0.0,0.0,0.0,,476.0,0.0,0.0,0.0
2612-PHGOX,1.0,75.0,1.0,0.0,,1.0,0.0,2.0,539,95551.0,40.665952,,1,,,,6,,,,,4,,,,,,,,,,3,,3,,,,,,,1447.0,,,
5886-VLQVU,1.0,50.0,1.0,1.0,1.0,1.0,0.0,5.0,539,95551.0,40.665952,-124.240051,0,1.0,0.0,13.0,4,0.0,21.36,1.0,,3,0.0,1.0,,1.0,1.0,1.0,1.0,,1.0,0,0.0,3,19.3,279.3,0.0,0.0,277.68,556.98,1447.0,0.0,0.0,21.36
1970-KKFWL,1.0,55.0,1.0,1.0,0.0,1.0,0.0,,815,95562.0,40.485849,-124.163234,1,,,71.0,1,0.0,40.52,0.0,0.0,2,17.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2,0.0,0,93.7,6585.35,0.0,0.0,2876.92,9462.27,3284.0,0.0,0.0,40.52
9621-OUPYD,1.0,52.0,1.0,1.0,0.0,0.0,,,815,95562.0,40.485849,-124.163234,0,0.0,3.0,55.0,2,0.0,27.87,1.0,0.0,2,17.0,1.0,1.0,,1.0,1.0,,1.0,0.0,3,0.0,1,,3842.6,0.0,0.0,1532.85,,3284.0,0.0,0.0,27.869999999999997
7134-MJPDY,1.0,73.0,1.0,0.0,1.0,1.0,0.0,1.0,245,95618.0,38.544002,-121.685559,1,,,,6,,,,,4,,,,,,,,,,3,,3,,,,,,,648.0,,,
1338-CECEE,1.0,68.0,1.0,0.0,1.0,1.0,0.0,,569,95653.0,38.674276,-121.961866,1,,,,6,,,,,4,,,,,,,,,,3,,3,,,,,,,844.0,,,
8111-BKVDS,,,,,,,,3.0,1101,95653.0,38.674276,-121.961866,0,1.0,0.0,52.0,0,0.0,23.12,0.0,1.0,3,0.0,1.0,1.0,1.0,1.0,,,1.0,1.0,2,1.0,1,25.6,1334.5,0.0,0.0,,,844.0,0.0,0.0,
8819-IMISP,0.0,36.0,1.0,1.0,0.0,1.0,0.0,1.0,792,95742.0,38.591134,-121.161585,1,,,,6,,,,,4,,,,,,,,,,3,,3,,,,,,,299.0,,,
